DATA,ATIVO,COTAS,VLR COTA
2020-07-14 00:00:00,VISC11,,
2020-07-14 00:00:00,MALL11,,
2020-07-14 00:00:00,RBGS11,,
2020-07-14 00:00:00,UBSR11,,
2020-07-14 00:00:00,VINO11,,
2020-07-14 00:00:00,BCFF11,,
2020-07-14 00:00:00,MXRF11,,
2020-07-14 00:00:00,HGRU11,,
2020-07-14 00:00:00,FIGS11,,
2020-07-15 00:00:00,SDIL11,,
2020-07-15 00:00:00,XPLG11,,
2020-07-15 00:00:00,RBFF11,,
2020-07-15 00:00:00,RBFF11,10.0,69.99
2020-07-16 00:00:00,RBRR11,,
2020-07-17 00:00:00,VGIR11,,
2020-07-20 00:00:00,,,
2020-07-21 00:00:00,OUFF11,,
2020-07-21 00:00:00,MALL11,10.0,86.55
2020-07-24 00:00:00,XPML11,,
2020-07-29 00:00:00,,,
2020-07-29 00:00:00,OUFF11,10.0,92.9
2020-07-31 00:00:00,,,
2020-07-31 00:00:00,BRSR6,95.0,14.35
2020-07-31 00:00:00,ITSA4,100.0,10.69
2020-08-05 00:00:00,,,
2020-08-05 00:00:00,RBRR11,10.0,98.0
2020-08-06 00:00:00,ECOR3,-400.0,14.05
2020-08-06 00:00:00,BRSR6,400.0,13.75
2020-08-07 00:00:00,BPFF11,,
2020-08-10 00:00:00,SPTW11,,
2020-08-10 00:00:00,GGRC11,,
2020-08-14 00:00:00,MXRF11,,
2020-08-14 00:00:00,BCFF11,,
2020-08-14 00:00:00,XPLG11,,
2020-08-14 00:00:00,RBRR11,,
2020-08-14 00:00:00,VISC11,,
2020-08-14 00:00:00,SDIL11,,
2020-08-14 00:00:00,VINO11,,
2020-08-14 00:00:00,RBFF11,,
2020-08-14 00:00:00,HGRU11,,
2020-08-14 00:00:00,UBSR11,,
2020-08-14 00:00:00,MALL11,,
2020-08-14 00:00:00,BRSR6,90.0,13.73
2020-08-17 00:00:00,MXRF12,-728.0,0.05
2020-08-17 00:00:00,NTN-B-2026,,
2020-08-19 00:00:00,VGIR11,,
2020-08-20 00:00:00,,,
2020-08-21 00:00:00,MXRF11,100.0,10.28
2020-08-21 00:00:00,OUFF11,,
2020-08-25 00:00:00,XPML11,,
2020-08-26 00:00:00,TAEE11,,
2020-08-26 00:00:00,TIET11,,
2020-08-26 00:00:00,ITSA4,,
2020-08-27 00:00:00,MXRF11,100.0,10.39
2020-08-31 00:00:00,,,
2020-08-31 00:00:00,OUFF11,5.0,86.88
2020-08-31 00:00:00,BBAS3,,
2020-08-31 00:00:00,EDGA11,,
2020-09-01 00:00:00,RBFF11,10.0,71.5
2020-09-04 00:00:00,BPFF12,-214.0,0.31
2020-09-04 00:00:00,,,
2020-09-04 00:00:00,RBFF11,10.0,73.04
2020-09-08 00:00:00,BPFF11,,
2020-09-09 00:00:00,SPTW11,,
2020-09-09 00:00:00,GGRC11,,
2020-09-09 00:00:00,OUFF11,8.0,85.01
2020-09-10 00:00:00,,,
2020-09-11 00:00:00,BRSR6,80.0,12.88
2020-09-15 00:00:00,XPLG11,,
2020-09-15 00:00:00,RBFF11,,
2020-09-15 00:00:00,FIGS11,,
2020-09-15 00:00:00,BCFF11,,
2020-09-15 00:00:00,MXRF11,,
2020-09-15 00:00:00,SDIL11,,
2020-09-15 00:00:00,RECR11,,
2020-09-15 00:00:00,VISC11,,
2020-09-15 00:00:00,VINO11,,
2020-09-15 00:00:00,HGRU11,,
2020-09-15 00:00:00,MALL11,,
2020-09-16 00:00:00,RBFF11,10.0,73.28
2020-09-16 00:00:00,,,
2020-09-17 00:00:00,RBRR11,,
2020-09-17 00:00:00,RECR11,10.0,101.8
2020-09-18 00:00:00,,,
2020-09-18 00:00:00,VGIR11,,
2020-09-18 00:00:00,NTF-2031,,
2020-09-21 00:00:00,ITSA4,70.0,8.91
2020-09-22 00:00:00,OUFF11,,
2020-09-23 00:00:00,ABCB4,,
2020-09-23 00:00:00,ABCB4,10.0,13.71
2020-09-23 00:00:00,TIET11,,
2020-09-25 00:00:00,XPML11,,
2020-09-29 00:00:00,BPFF11,10.0,80.51
2020-09-29 00:00:00,,,
2020-09-30 00:00:00,,,
2020-09-30 00:00:00,BBAS3,,
2020-09-30 00:00:00,EDGA11,,
2020-09-30 00:00:00,NTF-2031,,
2020-09-30 00:00:00,ITSA4,100.0,8.86
2020-10-01 00:00:00,ITSA4,,
2020-10-01 00:00:00,,,
2020-10-05 00:00:00,,,
2020-10-05 00:00:00,BRSR6,100.0,12.0
2020-10-07 00:00:00,BPFF11,,
2020-10-08 00:00:00,GGRC11,,
2020-10-08 00:00:00,SPTW11,,
2020-10-08 00:00:00,NTF-2031,,
2020-10-09 00:00:00,OUFF11,7.0,85.6
2020-10-15 00:00:00,VISC11,,
2020-10-15 00:00:00,BCFF11,,
2020-10-15 00:00:00,MXRF11,,
2020-10-15 00:00:00,SDIL11,,
2020-10-15 00:00:00,VINO11,,
2020-10-15 00:00:00,MXRF13,,
2020-10-15 00:00:00,RBFF11,,
2020-10-15 00:00:00,XPLG11,,
2020-10-15 00:00:00,FIGS11,,
2020-10-15 00:00:00,RECR11,,
2020-10-15 00:00:00,HGRU11,,
2020-10-15 00:00:00,MALL11,,
2020-10-16 00:00:00,NTF-2031,,
2020-10-19 00:00:00,RBRR11,,
2020-10-20 00:00:00,VGIR11,,
2020-10-20 00:00:00,RECR11,20.0,90.0
2020-10-21 00:00:00,,,
2020-10-21 00:00:00,JUROS DE MORA,,
2020-10-22 00:00:00,,,
2020-10-22 00:00:00,OUFF11,,
2020-10-22 00:00:00,JUROS DE MORA,,
2020-10-23 00:00:00,XPML11,,
2020-10-29 00:00:00,,,
2020-10-29 00:00:00,RBFF11,10.0,72.19
2020-10-30 00:00:00,,,
2020-10-30 00:00:00,EDGA11,,
2020-10-30 00:00:00,BPFF11,10.0,72.19
2020-11-05 00:00:00,,,
2020-11-05 00:00:00,OUFF11,10.0,84.59
2020-11-06 00:00:00,,,
2020-11-09 00:00:00,BPFF13,,
2020-11-09 00:00:00,BPFF11,,
2020-11-10 00:00:00,SPTW11,,
2020-11-10 00:00:00,GGRC11,,
2020-11-11 00:00:00,VINO11,10.0,59.94
2020-11-13 00:00:00,RBFF11,,
2020-11-13 00:00:00,SDIL11,,
2020-11-13 00:00:00,XPLG11,,
2020-11-16 00:00:00,VISC11,,
2020-11-16 00:00:00,VINO11,,
2020-11-16 00:00:00,RECR13,,
2020-11-16 00:00:00,RECR11,,
2020-11-16 00:00:00,MXRF11,,
2020-11-16 00:00:00,MALL11,,
2020-11-16 00:00:00,HGRU11,,
2020-11-16 00:00:00,FIGS11,,
2020-11-16 00:00:00,BCFF11,,
2020-11-17 00:00:00,PORD11,10.0,100.15
2020-11-18 00:00:00,RBRR11,,
2020-11-19 00:00:00,VGIR11,,
2020-11-19 00:00:00,PORD11,10.0,100.6
2020-11-23 00:00:00,OUFF11,,
2020-11-25 00:00:00,TAEE11,,
2020-11-25 00:00:00,TIET11,,
2020-11-25 00:00:00,WIZS3,,
2020-11-25 00:00:00,XPML11,,
2020-11-27 00:00:00,BBAS3,,
2020-11-30 00:00:00,EDGA11,,
2020-11-30 00:00:00,PORD11,10.0,103.0
2020-12-02 00:00:00,,,
2020-12-03 00:00:00,BPFF11,10.0,77.7
2020-12-07 00:00:00,BPFF11,,
2020-12-07 00:00:00,PORD11,,
2020-12-08 00:00:00,,,
2020-12-08 00:00:00,SPTW11,,
2020-12-08 00:00:00,GGRC11,,
2020-12-11 00:00:00,FIGS11,10.0,62.85
2020-12-11 00:00:00,MXRF11,90.0,10.24
2020-12-14 00:00:00,,,
2020-12-14 00:00:00,XPLG11,,
2020-12-14 00:00:00,VISC11,,
2020-12-14 00:00:00,VINO11,,
2020-12-14 00:00:00,RECR13,,
2020-12-14 00:00:00,MXRF11,,
2020-12-14 00:00:00,BCFF11,,
2020-12-14 00:00:00,HGRU11,,
2020-12-14 00:00:00,FIGS11,,
2020-12-14 00:00:00,RECR11,,
2020-12-14 00:00:00,MALL11,,
2020-12-15 00:00:00,RBFF11,,
2020-12-15 00:00:00,SDIL11,,
2020-12-15 00:00:00,PETR4,,
2020-12-15 00:00:00,OUFF11,10.0,80.2
2020-12-16 00:00:00,RBRR11,,
2020-12-17 00:00:00,VGIR11,,
2020-12-18 00:00:00,,,
2020-12-18 00:00:00,EDGA11,20.0,29.73
2020-12-21 00:00:00,OUFF11,,
2020-12-21 00:00:00,OIBR3,500.0,2.14
2020-12-21 00:00:00,MXRF11,80.0,10.2
2020-12-23 00:00:00,XPML11,,
2020-12-28 00:00:00,BRSR6,,
2020-12-28 00:00:00,TAEE11,,
2020-12-30 00:00:00,,,
2020-12-30 00:00:00,CMIG3,,
2020-12-30 00:00:00,CMIG4,,
2020-12-30 00:00:00,BBAS3,,
2020-12-30 00:00:00,EDGA11,,
2020-12-30 00:00:00,BPFF11,10.0,80.7
2020-12-30 00:00:00,BBSE3,42.0,29.8
2021-01-04 00:00:00,ITSA4,,
2021-01-04 00:00:00,NTN-F,,
2021-01-05 00:00:00,,,
2021-01-05 00:00:00,BBSE3,55.0,28.65
2021-01-08 00:00:00,SPTW11,,
2021-01-08 00:00:00,BPFF11,,
2021-01-08 00:00:00,PORD11,,
2021-01-11 00:00:00,GGRC11,,
2021-01-13 00:00:00,,,
2021-01-15 00:00:00,FIGS11,,
2021-01-15 00:00:00,BCFF11,,
2021-01-15 00:00:00,SDIL11,,
2021-01-15 00:00:00,RECR11,,
2021-01-15 00:00:00,MALL11,,
2021-01-15 00:00:00,XPLG11,,
2021-01-15 00:00:00,VISC11,,
2021-01-15 00:00:00,VINO11,,
2021-01-15 00:00:00,RBGS11,,
2021-01-15 00:00:00,HGRU11,,
2021-01-15 00:00:00,MXRF11,,
2021-01-15 00:00:00,RBFF11,,
2021-01-15 00:00:00,BBSE3,53.0,29.54
2020-01-18 00:00:00,PORD11,10.0,103.49
2021-01-19 00:00:00,RBRR11,,
2021-01-20 00:00:00,VGIR11,,
2021-01-20 00:00:00,BRSR6,,
2021-01-22 00:00:00,XPML11,,
2021-01-22 00:00:00,OUFF11,,
2021-01-28 00:00:00,,,
2021-01-29 00:00:00,EDGA11,,
2021-02-02 00:00:00,VINO11,10.0,63.15
2021-02-03 00:00:00,BPFF11,10.0,79.9
2021-02-03 00:00:00,,,
2021-02-05 00:00:00,BPFF11,,
2021-02-05 00:00:00,PORD11,,
2021-02-08 00:00:00,SPTW11,,
2021-02-09 00:00:00,GGRC11,,
2021-02-10 00:00:00,,,
2021-02-12 00:00:00,SDIL11,,
2021-02-12 00:00:00,RBGS11,,
2021-02-12 00:00:00,XPLG11,,
2021-02-12 00:00:00,BCFF11,,
2021-02-12 00:00:00,MXRF11,,
2021-02-12 00:00:00,HGRU11,,
2021-02-12 00:00:00,RBFF11,,
2021-02-12 00:00:00,RBRR11,,
2021-02-12 00:00:00,RECR11,,
2021-02-12 00:00:00,VISC11,,
2021-02-12 00:00:00,MALL11,,
2021-02-12 00:00:00,VINO11,,
2021-02-12 00:00:00,FIGS11,,
2021-02-17 00:00:00,NTN-B-2026,,
2021-02-18 00:00:00,ABCB4,,
2021-02-18 00:00:00,BRABCBR17PR5,20.0,12.0165
2021-02-18 00:00:00,PORD11,10.0,103.49
2021-02-18 00:00:00,OUFF11,10.0,85.8
2021-02-18 00:00:00,BPFF11,10.0,80.45
2021-02-21 00:00:00,VGIR11,,
2021-02-22 00:00:00,BBSE3,50.0,26.59
2021-02-22 00:00:00,BBAS3,50.0,29.54
2021-02-22 00:00:00,BBAS3,50.0,28.82
2021-02-22 00:00:00,PORD11,10.0,102.8
2021-02-22 00:00:00,,,
2021-02-23 00:00:00,OUFF11,,
2021-02-25 00:00:00,XPML11,,
2021-02-25 00:00:00,BBSE3,,
2021-02-26 00:00:00,EDGA11,,
2021-02-26 00:00:00,,,
2021-02-26 00:00:00,BPFF11,10.0,78.8
2021-02-26 00:00:00,BBSE3,100.0,28.21
2021-02-26 00:00:00,ABCB10,-20.0,15.12
2021-03-01 00:00:00,,,
2021-03-01 00:00:00,BBSE3,100.0,25.26
2021-03-02 00:00:00,,,
2021-03-02 00:00:00,NTNF-2031,,
2021-03-02 00:00:00,BBAS3,66.0,27.7
2021-03-03 00:00:00,,,
2021-03-03 00:00:00,BBAS3,,
2021-03-03 00:00:00,CVCB3,200.0,14.4
2021-03-05 00:00:00,FIGS11,10.0,59.28
2021-03-05 00:00:00,BMEB4,,
2021-03-05 00:00:00,BPFF11,,
2021-03-05 00:00:00,PORD11,,
2021-03-08 00:00:00,,,
2021-03-08 00:00:00,OIBR3,500.0,1.9
2021-03-08 00:00:00,GGRC11,,
2021-03-08 00:00:00,SPTW11,,
2021-03-09 00:00:00,,,
2021-03-11 00:00:00,CVCB3,-200.0,16.6
2021-03-12 00:00:00,BBSE3,50.0,23.94
2021-03-12 00:00:00,VGIR11,10.0,90.62
2021-03-12 00:00:00,ITSA4,,
2021-03-12 00:00:00,RBGS11,,
2021-03-12 00:00:00,BCFF11,,
2021-03-12 00:00:00,MALL11,,
2021-03-12 00:00:00,HGRU11,,
2021-03-12 00:00:00,MXRF11,,
2021-03-12 00:00:00,RECR11,,
2021-03-12 00:00:00,FIGS11,,
2021-03-12 00:00:00,VINO11,,
2021-03-12 00:00:00,VISC11,,
2021-03-12 00:00:00,XPLG11,,
2021-03-15 00:00:00,RBFF11,,
2021-03-15 00:00:00,SDIL11,,
2021-03-16 00:00:00,RBRR11,,
2021-03-17 00:00:00,VGIR11,,
2021-03-18 00:00:00,BRSR6,,
2021-03-19 00:00:00,BPFF12,-190.0,0.59
2021-03-19 00:00:00,OUFF11,,
2021-03-24 00:00:00,NTN-F 2031,,
2021-03-24 00:00:00,BCFF11,7.0,86.9
2021-03-25 00:00:00,XPML11,,
2021-03-25 00:00:00,MXRF12,200.0,10.15
2021-03-26 00:00:00,OIBR3,500.0,1.82
2021-03-31 00:00:00,BBAS3,,
2021-03-31 00:00:00,EDGA11,,
2021-04-01 00:00:00,ITSA4,,
2021-04-05 00:00:00,FIGS11,10.0,58.45
2021-04-06 00:00:00,OIBR3,500.0,1.89
2021-04-07 00:00:00,NTN-F 2031,,
2021-04-08 00:00:00,,,
2021-04-08 00:00:00,BCFF11,10.0,85.82
2021-04-08 00:00:00,SPTW11,,
2021-04-08 00:00:00,PORD11,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
TOTAL,,33835.4,26533.81316666664
,,,
ATUAL,,,
Rentab,,,
Rentab,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
